fileserver.copyroom.hut	fileserver.copyroom.hut	3165
skipper.crew.hut	laser3.copyroom.hut	2352
ginger.girl.hut	ginger.girl.hut	8574
gilligan.crew.hut	skipper.crew.hut	9062
laser3.copyroom.hut	gilligan.crew.hut	7264
skipper.crew.hut	skipper.crew.hut	856
fileserver.copyroom.hut	fileserver.copyroom.hut	4686
laser3.copyroom.hut	fileserver.copyroom.hut	6189
professor.hut	professor.hut	6610
professor.hut	gilligan.crew.hut	7853
skipper.crew.hut	professor.hut	8816
fileserver.copyroom.hut	ginger.girl.hut	5318
maryann.girl.hut	fileserver.copyroom.hut	3147
professor.hut	gilligan.crew.hut	6523
laser3.copyroom.hut	maryann.girl.hut	2519
fileserver.copyroom.hut	professor.hut	3150
fileserver.copyroom.hut	gilligan.crew.hut	9080
fileserver.copyroom.hut	laser3.copyroom.hut	173
maryann.girl.hut	professor.hut	8431
skipper.crew.hut	professor.hut	3504
professor.hut	professor.hut	9362
maryann.girl.hut	laser3.copyroom.hut	4419
gilligan.crew.hut	gilligan.crew.hut	8948
gilligan.crew.hut	maryann.girl.hut	5433
maryann.girl.hut	ginger.girl.hut	3527
ginger.girl.hut	skipper.crew.hut	9762
ginger.girl.hut	skipper.crew.hut	7353
laser3.copyroom.hut	maryann.girl.hut	18
laser3.copyroom.hut	maryann.girl.hut	6200
laser3.copyroom.hut	laser3.copyroom.hut	6061
professor.hut	laser3.copyroom.hut	3190
ginger.girl.hut	gilligan.crew.hut	3324
maryann.girl.hut	ginger.girl.hut	3629
fileserver.copyroom.hut	maryann.girl.hut	740
gilligan.crew.hut	laser3.copyroom.hut	464
laser3.copyroom.hut	ginger.girl.hut	4004
professor.hut	fileserver.copyroom.hut	6088
ginger.girl.hut	professor.hut	2794
ginger.girl.hut	professor.hut	1453
professor.hut	fileserver.copyroom.hut	8958
professor.hut	maryann.girl.hut	4731
skipper.crew.hut	professor.hut	2041
maryann.girl.hut	maryann.girl.hut	8070
skipper.crew.hut	laser3.copyroom.hut	68
fileserver.copyroom.hut	skipper.crew.hut	5061
maryann.girl.hut	skipper.crew.hut	354
skipper.crew.hut	ginger.girl.hut	6949
skipper.crew.hut	professor.hut	7881
skipper.crew.hut	professor.hut	5227
laser3.copyroom.hut	fileserver.copyroom.hut	842
fileserver.copyroom.hut	ginger.girl.hut	9683
ginger.girl.hut	laser3.copyroom.hut	2205
skipper.crew.hut	professor.hut	5515
skipper.crew.hut	ginger.girl.hut	4595
laser3.copyroom.hut	maryann.girl.hut	9614
maryann.girl.hut	maryann.girl.hut	5575
ginger.girl.hut	laser3.copyroom.hut	9123
gilligan.crew.hut	maryann.girl.hut	9306
professor.hut	skipper.crew.hut	5461
ginger.girl.hut	laser3.copyroom.hut	8643
maryann.girl.hut	professor.hut	4219
skipper.crew.hut	professor.hut	2128
maryann.girl.hut	ginger.girl.hut	7162
ginger.girl.hut	laser3.copyroom.hut	9629
gilligan.crew.hut	gilligan.crew.hut	2848
maryann.girl.hut	skipper.crew.hut	1632
gilligan.crew.hut	maryann.girl.hut	3178
gilligan.crew.hut	ginger.girl.hut	5451
professor.hut	maryann.girl.hut	4848
professor.hut	professor.hut	2942
laser3.copyroom.hut	ginger.girl.hut	1817
professor.hut	fileserver.copyroom.hut	4943
maryann.girl.hut	laser3.copyroom.hut	174
ginger.girl.hut	gilligan.crew.hut	1604
professor.hut	maryann.girl.hut	3051
ginger.girl.hut	maryann.girl.hut	4530
ginger.girl.hut	laser3.copyroom.hut	3115
maryann.girl.hut	skipper.crew.hut	7585
gilligan.crew.hut	skipper.crew.hut	5776
gilligan.crew.hut	ginger.girl.hut	734
professor.hut	gilligan.crew.hut	8335
professor.hut	laser3.copyroom.hut	1171
professor.hut	professor.hut	8158
skipper.crew.hut	skipper.crew.hut	9043
ginger.girl.hut	ginger.girl.hut	4725
skipper.crew.hut	maryann.girl.hut	9218
laser3.copyroom.hut	ginger.girl.hut	3058
laser3.copyroom.hut	fileserver.copyroom.hut	4159
maryann.girl.hut	fileserver.copyroom.hut	6107
professor.hut	gilligan.crew.hut	8161
ginger.girl.hut	fileserver.copyroom.hut	4521
skipper.crew.hut	professor.hut	6554
laser3.copyroom.hut	laser3.copyroom.hut	2035
professor.hut	maryann.girl.hut	697
skipper.crew.hut	skipper.crew.hut	5953
laser3.copyroom.hut	professor.hut	6146
ginger.girl.hut	laser3.copyroom.hut	711
ginger.girl.hut	skipper.crew.hut	5939
ginger.girl.hut	maryann.girl.hut	2195
maryann.girl.hut	skipper.crew.hut	6946
ginger.girl.hut	ginger.girl.hut	4386
laser3.copyroom.hut	laser3.copyroom.hut	8986
fileserver.copyroom.hut	laser3.copyroom.hut	784
laser3.copyroom.hut	gilligan.crew.hut	439
laser3.copyroom.hut	maryann.girl.hut	4938
gilligan.crew.hut	ginger.girl.hut	9779
skipper.crew.hut	ginger.girl.hut	6927
professor.hut	skipper.crew.hut	8748
maryann.girl.hut	skipper.crew.hut	9549
skipper.crew.hut	fileserver.copyroom.hut	3395
skipper.crew.hut	laser3.copyroom.hut	125
maryann.girl.hut	gilligan.crew.hut	7009
gilligan.crew.hut	professor.hut	8875
professor.hut	ginger.girl.hut	3789
ginger.girl.hut	skipper.crew.hut	1091
gilligan.crew.hut	fileserver.copyroom.hut	3703
laser3.copyroom.hut	fileserver.copyroom.hut	9702
skipper.crew.hut	skipper.crew.hut	663
professor.hut	fileserver.copyroom.hut	6983
ginger.girl.hut	professor.hut	5786
laser3.copyroom.hut	gilligan.crew.hut	2032
gilligan.crew.hut	fileserver.copyroom.hut	8579
fileserver.copyroom.hut	ginger.girl.hut	2699
laser3.copyroom.hut	ginger.girl.hut	5333
maryann.girl.hut	fileserver.copyroom.hut	4744
maryann.girl.hut	fileserver.copyroom.hut	8496
gilligan.crew.hut	laser3.copyroom.hut	762
skipper.crew.hut	fileserver.copyroom.hut	6181
professor.hut	maryann.girl.hut	1528
laser3.copyroom.hut	gilligan.crew.hut	3287
gilligan.crew.hut	skipper.crew.hut	2306
gilligan.crew.hut	fileserver.copyroom.hut	2842
maryann.girl.hut	fileserver.copyroom.hut	8541
laser3.copyroom.hut	ginger.girl.hut	30
laser3.copyroom.hut	maryann.girl.hut	5075
maryann.girl.hut	laser3.copyroom.hut	2036
laser3.copyroom.hut	fileserver.copyroom.hut	255
maryann.girl.hut	laser3.copyroom.hut	6311
ginger.girl.hut	ginger.girl.hut	9602
maryann.girl.hut	laser3.copyroom.hut	6993
gilligan.crew.hut	ginger.girl.hut	9991
skipper.crew.hut	laser3.copyroom.hut	4695
fileserver.copyroom.hut	professor.hut	3649
maryann.girl.hut	maryann.girl.hut	538
skipper.crew.hut	gilligan.crew.hut	5718
maryann.girl.hut	ginger.girl.hut	6912
professor.hut	professor.hut	4369
skipper.crew.hut	gilligan.crew.hut	9540
gilligan.crew.hut	fileserver.copyroom.hut	488
gilligan.crew.hut	laser3.copyroom.hut	6164
fileserver.copyroom.hut	gilligan.crew.hut	2669
fileserver.copyroom.hut	maryann.girl.hut	7191
fileserver.copyroom.hut	skipper.crew.hut	5364
gilligan.crew.hut	fileserver.copyroom.hut	4931
skipper.crew.hut	laser3.copyroom.hut	332
fileserver.copyroom.hut	gilligan.crew.hut	2496
professor.hut	fileserver.copyroom.hut	2478
fileserver.copyroom.hut	fileserver.copyroom.hut	5461
maryann.girl.hut	gilligan.crew.hut	6008
ginger.girl.hut	ginger.girl.hut	7183
gilligan.crew.hut	maryann.girl.hut	7855
laser3.copyroom.hut	maryann.girl.hut	8073
laser3.copyroom.hut	skipper.crew.hut	5206
skipper.crew.hut	maryann.girl.hut	7821
ginger.girl.hut	professor.hut	396
skipper.crew.hut	fileserver.copyroom.hut	6886
maryann.girl.hut	fileserver.copyroom.hut	3729
ginger.girl.hut	maryann.girl.hut	6432
skipper.crew.hut	skipper.crew.hut	1750
professor.hut	gilligan.crew.hut	5669
maryann.girl.hut	professor.hut	5937
maryann.girl.hut	professor.hut	2169
gilligan.crew.hut	ginger.girl.hut	5274
laser3.copyroom.hut	skipper.crew.hut	6177
fileserver.copyroom.hut	gilligan.crew.hut	4229
maryann.girl.hut	maryann.girl.hut	3233
skipper.crew.hut	professor.hut	3574
professor.hut	skipper.crew.hut	4399
skipper.crew.hut	maryann.girl.hut	4821
fileserver.copyroom.hut	professor.hut	5065
ginger.girl.hut	ginger.girl.hut	7756
skipper.crew.hut	ginger.girl.hut	4297
ginger.girl.hut	skipper.crew.hut	6214
skipper.crew.hut	skipper.crew.hut	3709
laser3.copyroom.hut	skipper.crew.hut	6131
professor.hut	skipper.crew.hut	5290
professor.hut	fileserver.copyroom.hut	9731
gilligan.crew.hut	skipper.crew.hut	2252
maryann.girl.hut	ginger.girl.hut	1139
professor.hut	laser3.copyroom.hut	6352
skipper.crew.hut	ginger.girl.hut	8550
laser3.copyroom.hut	ginger.girl.hut	1319
ginger.girl.hut	skipper.crew.hut	5302
professor.hut	ginger.girl.hut	2274
skipper.crew.hut	skipper.crew.hut	243
ginger.girl.hut	laser3.copyroom.hut	9095
laser3.copyroom.hut	maryann.girl.hut	6392
laser3.copyroom.hut	gilligan.crew.hut	3504
ginger.girl.hut	gilligan.crew.hut	3739
skipper.crew.hut	fileserver.copyroom.hut	2312
fileserver.copyroom.hut	skipper.crew.hut	9339
maryann.girl.hut	ginger.girl.hut	761
professor.hut	gilligan.crew.hut	889
fileserver.copyroom.hut	skipper.crew.hut	1664
fileserver.copyroom.hut	gilligan.crew.hut	4846
skipper.crew.hut	laser3.copyroom.hut	6245
skipper.crew.hut	fileserver.copyroom.hut	4470
fileserver.copyroom.hut	ginger.girl.hut	5448
gilligan.crew.hut	maryann.girl.hut	8910
maryann.girl.hut	fileserver.copyroom.hut	65
gilligan.crew.hut	ginger.girl.hut	3184
professor.hut	fileserver.copyroom.hut	5622
ginger.girl.hut	laser3.copyroom.hut	1466
fileserver.copyroom.hut	laser3.copyroom.hut	104
ginger.girl.hut	skipper.crew.hut	2318
gilligan.crew.hut	fileserver.copyroom.hut	5316
skipper.crew.hut	laser3.copyroom.hut	8801
laser3.copyroom.hut	laser3.copyroom.hut	6034
laser3.copyroom.hut	laser3.copyroom.hut	9401
laser3.copyroom.hut	skipper.crew.hut	5192
ginger.girl.hut	maryann.girl.hut	2238
fileserver.copyroom.hut	maryann.girl.hut	9746
professor.hut	professor.hut	3204
gilligan.crew.hut	ginger.girl.hut	4381
fileserver.copyroom.hut	maryann.girl.hut	3305
maryann.girl.hut	gilligan.crew.hut	14
fileserver.copyroom.hut	fileserver.copyroom.hut	3337
fileserver.copyroom.hut	ginger.girl.hut	6312
fileserver.copyroom.hut	professor.hut	3278
professor.hut	fileserver.copyroom.hut	4532
maryann.girl.hut	laser3.copyroom.hut	5737
fileserver.copyroom.hut	laser3.copyroom.hut	9299
skipper.crew.hut	professor.hut	6838
fileserver.copyroom.hut	gilligan.crew.hut	7160
skipper.crew.hut	professor.hut	6561
gilligan.crew.hut	maryann.girl.hut	9639
gilligan.crew.hut	gilligan.crew.hut	6780
laser3.copyroom.hut	laser3.copyroom.hut	7826
professor.hut	fileserver.copyroom.hut	5989
gilligan.crew.hut	professor.hut	2170
skipper.crew.hut	professor.hut	9340
skipper.crew.hut	gilligan.crew.hut	1252
maryann.girl.hut	ginger.girl.hut	2725
fileserver.copyroom.hut	professor.hut	264
maryann.girl.hut	laser3.copyroom.hut	9873
gilligan.crew.hut	skipper.crew.hut	3841
fileserver.copyroom.hut	skipper.crew.hut	5614
ginger.girl.hut	ginger.girl.hut	7238
laser3.copyroom.hut	professor.hut	2394
laser3.copyroom.hut	professor.hut	4443
maryann.girl.hut	ginger.girl.hut	7675
maryann.girl.hut	maryann.girl.hut	1937
maryann.girl.hut	professor.hut	6832
professor.hut	maryann.girl.hut	9421
fileserver.copyroom.hut	fileserver.copyroom.hut	9543
gilligan.crew.hut	maryann.girl.hut	8005
maryann.girl.hut	laser3.copyroom.hut	6891
gilligan.crew.hut	fileserver.copyroom.hut	8890
maryann.girl.hut	gilligan.crew.hut	9063
fileserver.copyroom.hut	gilligan.crew.hut	4152
maryann.girl.hut	professor.hut	2921
laser3.copyroom.hut	ginger.girl.hut	4010
gilligan.crew.hut	ginger.girl.hut	4709
gilligan.crew.hut	maryann.girl.hut	8971
fileserver.copyroom.hut	laser3.copyroom.hut	6316
laser3.copyroom.hut	ginger.girl.hut	2839
gilligan.crew.hut	professor.hut	6169
skipper.crew.hut	fileserver.copyroom.hut	773
ginger.girl.hut	ginger.girl.hut	9393
gilligan.crew.hut	laser3.copyroom.hut	9064
fileserver.copyroom.hut	skipper.crew.hut	2479
laser3.copyroom.hut	fileserver.copyroom.hut	22
skipper.crew.hut	ginger.girl.hut	1497
skipper.crew.hut	skipper.crew.hut	6660
skipper.crew.hut	professor.hut	8527
ginger.girl.hut	maryann.girl.hut	8823
professor.hut	fileserver.copyroom.hut	3886
professor.hut	skipper.crew.hut	8366
laser3.copyroom.hut	gilligan.crew.hut	4524
gilligan.crew.hut	ginger.girl.hut	132
maryann.girl.hut	maryann.girl.hut	2807
professor.hut	fileserver.copyroom.hut	4320
professor.hut	gilligan.crew.hut	765
fileserver.copyroom.hut	ginger.girl.hut	5723
maryann.girl.hut	maryann.girl.hut	8566
ginger.girl.hut	laser3.copyroom.hut	3112
professor.hut	maryann.girl.hut	4988
gilligan.crew.hut	maryann.girl.hut	213
laser3.copyroom.hut	fileserver.copyroom.hut	4402
skipper.crew.hut	gilligan.crew.hut	3055
laser3.copyroom.hut	professor.hut	891
gilligan.crew.hut	fileserver.copyroom.hut	2617
maryann.girl.hut	laser3.copyroom.hut	9965
fileserver.copyroom.hut	ginger.girl.hut	197
professor.hut	ginger.girl.hut	756
ginger.girl.hut	maryann.girl.hut	2955
laser3.copyroom.hut	skipper.crew.hut	2156
laser3.copyroom.hut	laser3.copyroom.hut	8410
laser3.copyroom.hut	fileserver.copyroom.hut	9924
skipper.crew.hut	maryann.girl.hut	446
maryann.girl.hut	skipper.crew.hut	9461
fileserver.copyroom.hut	laser3.copyroom.hut	8902
maryann.girl.hut	laser3.copyroom.hut	6577
skipper.crew.hut	maryann.girl.hut	92
laser3.copyroom.hut	ginger.girl.hut	2380
fileserver.copyroom.hut	maryann.girl.hut	3434
professor.hut	professor.hut	2442
gilligan.crew.hut	professor.hut	4174
fileserver.copyroom.hut	maryann.girl.hut	1780
fileserver.copyroom.hut	ginger.girl.hut	156
laser3.copyroom.hut	professor.hut	2663
maryann.girl.hut	gilligan.crew.hut	4839
skipper.crew.hut	professor.hut	2378
ginger.girl.hut	ginger.girl.hut	9604
professor.hut	ginger.girl.hut	217
maryann.girl.hut	skipper.crew.hut	8936
laser3.copyroom.hut	ginger.girl.hut	814
laser3.copyroom.hut	fileserver.copyroom.hut	3663
gilligan.crew.hut	fileserver.copyroom.hut	9192
skipper.crew.hut	professor.hut	9272
ginger.girl.hut	skipper.crew.hut	6212
skipper.crew.hut	professor.hut	3058
skipper.crew.hut	maryann.girl.hut	4602
maryann.girl.hut	gilligan.crew.hut	23
ginger.girl.hut	laser3.copyroom.hut	7343
gilligan.crew.hut	maryann.girl.hut	1528
laser3.copyroom.hut	professor.hut	4885
ginger.girl.hut	skipper.crew.hut	3087
fileserver.copyroom.hut	professor.hut	9863
maryann.girl.hut	gilligan.crew.hut	2876
skipper.crew.hut	maryann.girl.hut	7820
gilligan.crew.hut	professor.hut	6372
professor.hut	maryann.girl.hut	2032
professor.hut	maryann.girl.hut	2540
fileserver.copyroom.hut	fileserver.copyroom.hut	5509
laser3.copyroom.hut	professor.hut	1578
laser3.copyroom.hut	laser3.copyroom.hut	9174
fileserver.copyroom.hut	maryann.girl.hut	8507
laser3.copyroom.hut	laser3.copyroom.hut	8709
professor.hut	professor.hut	4699
laser3.copyroom.hut	gilligan.crew.hut	9253
maryann.girl.hut	skipper.crew.hut	8957
maryann.girl.hut	ginger.girl.hut	2783
laser3.copyroom.hut	gilligan.crew.hut	6701
laser3.copyroom.hut	skipper.crew.hut	1671
skipper.crew.hut	fileserver.copyroom.hut	1002
maryann.girl.hut	ginger.girl.hut	4794
professor.hut	ginger.girl.hut	8588
maryann.girl.hut	ginger.girl.hut	2924
skipper.crew.hut	gilligan.crew.hut	7546
professor.hut	laser3.copyroom.hut	4709
skipper.crew.hut	fileserver.copyroom.hut	5880
fileserver.copyroom.hut	gilligan.crew.hut	9409
ginger.girl.hut	skipper.crew.hut	7446
ginger.girl.hut	ginger.girl.hut	9854
ginger.girl.hut	professor.hut	3684
professor.hut	maryann.girl.hut	4640
laser3.copyroom.hut	fileserver.copyroom.hut	8709
fileserver.copyroom.hut	fileserver.copyroom.hut	4852
professor.hut	fileserver.copyroom.hut	8641
maryann.girl.hut	fileserver.copyroom.hut	4578
ginger.girl.hut	professor.hut	9886
fileserver.copyroom.hut	ginger.girl.hut	4349
fileserver.copyroom.hut	skipper.crew.hut	6671
maryann.girl.hut	skipper.crew.hut	6854
laser3.copyroom.hut	skipper.crew.hut	1782
fileserver.copyroom.hut	skipper.crew.hut	535
gilligan.crew.hut	gilligan.crew.hut	1257
skipper.crew.hut	ginger.girl.hut	2550
gilligan.crew.hut	skipper.crew.hut	9203
professor.hut	ginger.girl.hut	5232
skipper.crew.hut	maryann.girl.hut	1937
skipper.crew.hut	ginger.girl.hut	9844
gilligan.crew.hut	laser3.copyroom.hut	1067
fileserver.copyroom.hut	maryann.girl.hut	8253
fileserver.copyroom.hut	maryann.girl.hut	4452
gilligan.crew.hut	skipper.crew.hut	8487
ginger.girl.hut	skipper.crew.hut	625
fileserver.copyroom.hut	ginger.girl.hut	1760
maryann.girl.hut	professor.hut	5740
gilligan.crew.hut	ginger.girl.hut	562
fileserver.copyroom.hut	gilligan.crew.hut	5778
skipper.crew.hut	maryann.girl.hut	8950
fileserver.copyroom.hut	laser3.copyroom.hut	8670
laser3.copyroom.hut	skipper.crew.hut	3458
professor.hut	gilligan.crew.hut	1115
fileserver.copyroom.hut	professor.hut	4923
maryann.girl.hut	skipper.crew.hut	3284
fileserver.copyroom.hut	professor.hut	4307
laser3.copyroom.hut	professor.hut	7938
laser3.copyroom.hut	fileserver.copyroom.hut	6033
fileserver.copyroom.hut	fileserver.copyroom.hut	5634
ginger.girl.hut	fileserver.copyroom.hut	4335
maryann.girl.hut	fileserver.copyroom.hut	9501
ginger.girl.hut	professor.hut	116
fileserver.copyroom.hut	ginger.girl.hut	9392
laser3.copyroom.hut	gilligan.crew.hut	6390
gilligan.crew.hut	gilligan.crew.hut	5260
laser3.copyroom.hut	skipper.crew.hut	5174
maryann.girl.hut	laser3.copyroom.hut	3773
maryann.girl.hut	ginger.girl.hut	8442
maryann.girl.hut	gilligan.crew.hut	8101
gilligan.crew.hut	skipper.crew.hut	5527
laser3.copyroom.hut	laser3.copyroom.hut	8442
skipper.crew.hut	gilligan.crew.hut	697
professor.hut	skipper.crew.hut	1255
ginger.girl.hut	fileserver.copyroom.hut	7075
fileserver.copyroom.hut	skipper.crew.hut	8685
maryann.girl.hut	maryann.girl.hut	9102
gilligan.crew.hut	gilligan.crew.hut	9630
gilligan.crew.hut	laser3.copyroom.hut	2588
skipper.crew.hut	skipper.crew.hut	3875
skipper.crew.hut	ginger.girl.hut	5159
gilligan.crew.hut	skipper.crew.hut	2212
laser3.copyroom.hut	gilligan.crew.hut	2435
skipper.crew.hut	laser3.copyroom.hut	8027
ginger.girl.hut	laser3.copyroom.hut	1839
professor.hut	professor.hut	5431
laser3.copyroom.hut	professor.hut	9605
gilligan.crew.hut	gilligan.crew.hut	1957
gilligan.crew.hut	fileserver.copyroom.hut	725
laser3.copyroom.hut	skipper.crew.hut	268
laser3.copyroom.hut	laser3.copyroom.hut	2338
ginger.girl.hut	gilligan.crew.hut	3193
ginger.girl.hut	skipper.crew.hut	3036
ginger.girl.hut	ginger.girl.hut	465
skipper.crew.hut	gilligan.crew.hut	5383
ginger.girl.hut	ginger.girl.hut	8481
gilligan.crew.hut	professor.hut	440
maryann.girl.hut	professor.hut	3544
gilligan.crew.hut	professor.hut	7219
professor.hut	fileserver.copyroom.hut	7744
gilligan.crew.hut	ginger.girl.hut	3299
gilligan.crew.hut	maryann.girl.hut	7147
laser3.copyroom.hut	laser3.copyroom.hut	6327
ginger.girl.hut	ginger.girl.hut	824
gilligan.crew.hut	fileserver.copyroom.hut	8677
skipper.crew.hut	gilligan.crew.hut	8305
laser3.copyroom.hut	laser3.copyroom.hut	3445
professor.hut	skipper.crew.hut	4879
gilligan.crew.hut	skipper.crew.hut	6733
gilligan.crew.hut	professor.hut	3873
ginger.girl.hut	skipper.crew.hut	8078
laser3.copyroom.hut	maryann.girl.hut	1207
skipper.crew.hut	professor.hut	7458
ginger.girl.hut	fileserver.copyroom.hut	4212
skipper.crew.hut	professor.hut	8328
fileserver.copyroom.hut	maryann.girl.hut	3236
maryann.girl.hut	gilligan.crew.hut	4667
skipper.crew.hut	gilligan.crew.hut	5097
ginger.girl.hut	professor.hut	1280
skipper.crew.hut	skipper.crew.hut	57
ginger.girl.hut	professor.hut	7126
ginger.girl.hut	laser3.copyroom.hut	2090
ginger.girl.hut	professor.hut	2165
laser3.copyroom.hut	laser3.copyroom.hut	2002
fileserver.copyroom.hut	laser3.copyroom.hut	8154
skipper.crew.hut	fileserver.copyroom.hut	7988
gilligan.crew.hut	fileserver.copyroom.hut	510
maryann.girl.hut	ginger.girl.hut	1190
ginger.girl.hut	skipper.crew.hut	2370
ginger.girl.hut	fileserver.copyroom.hut	4134
ginger.girl.hut	skipper.crew.hut	9551
maryann.girl.hut	skipper.crew.hut	2691
skipper.crew.hut	gilligan.crew.hut	7813
gilligan.crew.hut	gilligan.crew.hut	6038
professor.hut	maryann.girl.hut	5855
laser3.copyroom.hut	fileserver.copyroom.hut	2996
skipper.crew.hut	laser3.copyroom.hut	1839
skipper.crew.hut	gilligan.crew.hut	9202
ginger.girl.hut	maryann.girl.hut	1852
laser3.copyroom.hut	laser3.copyroom.hut	6004
professor.hut	laser3.copyroom.hut	2233
ginger.girl.hut	laser3.copyroom.hut	2566
maryann.girl.hut	maryann.girl.hut	7888
maryann.girl.hut	laser3.copyroom.hut	1945
skipper.crew.hut	laser3.copyroom.hut	167
ginger.girl.hut	professor.hut	714
gilligan.crew.hut	ginger.girl.hut	8262
gilligan.crew.hut	maryann.girl.hut	7945
professor.hut	ginger.girl.hut	7280
fileserver.copyroom.hut	skipper.crew.hut	6786
gilligan.crew.hut	laser3.copyroom.hut	9140
maryann.girl.hut	gilligan.crew.hut	6615
ginger.girl.hut	ginger.girl.hut	5357
professor.hut	laser3.copyroom.hut	1764
professor.hut	skipper.crew.hut	4392
professor.hut	fileserver.copyroom.hut	9812
gilligan.crew.hut	gilligan.crew.hut	8163
ginger.girl.hut	fileserver.copyroom.hut	2032
gilligan.crew.hut	laser3.copyroom.hut	8328
maryann.girl.hut	ginger.girl.hut	1937
gilligan.crew.hut	skipper.crew.hut	1932
skipper.crew.hut	skipper.crew.hut	1338
fileserver.copyroom.hut	maryann.girl.hut	4728
fileserver.copyroom.hut	fileserver.copyroom.hut	1787
fileserver.copyroom.hut	skipper.crew.hut	4125
laser3.copyroom.hut	skipper.crew.hut	9848
fileserver.copyroom.hut	ginger.girl.hut	7763
laser3.copyroom.hut	fileserver.copyroom.hut	4606
ginger.girl.hut	fileserver.copyroom.hut	1246
maryann.girl.hut	fileserver.copyroom.hut	6947
ginger.girl.hut	maryann.girl.hut	8711
laser3.copyroom.hut	skipper.crew.hut	9689
fileserver.copyroom.hut	gilligan.crew.hut	2003
laser3.copyroom.hut	maryann.girl.hut	4948
ginger.girl.hut	gilligan.crew.hut	9477
ginger.girl.hut	skipper.crew.hut	1494
ginger.girl.hut	gilligan.crew.hut	4707
fileserver.copyroom.hut	maryann.girl.hut	2663
fileserver.copyroom.hut	ginger.girl.hut	9457
laser3.copyroom.hut	fileserver.copyroom.hut	8947
laser3.copyroom.hut	professor.hut	9808
laser3.copyroom.hut	skipper.crew.hut	4527
laser3.copyroom.hut	gilligan.crew.hut	1588
fileserver.copyroom.hut	fileserver.copyroom.hut	3508
gilligan.crew.hut	maryann.girl.hut	3507
professor.hut	maryann.girl.hut	7370
gilligan.crew.hut	skipper.crew.hut	9407
fileserver.copyroom.hut	ginger.girl.hut	9023
professor.hut	maryann.girl.hut	4696
gilligan.crew.hut	laser3.copyroom.hut	1107
ginger.girl.hut	ginger.girl.hut	3410
skipper.crew.hut	gilligan.crew.hut	7606
fileserver.copyroom.hut	maryann.girl.hut	9696
maryann.girl.hut	professor.hut	6028
laser3.copyroom.hut	fileserver.copyroom.hut	8371
maryann.girl.hut	laser3.copyroom.hut	5424
skipper.crew.hut	laser3.copyroom.hut	1507
professor.hut	skipper.crew.hut	927
gilligan.crew.hut	fileserver.copyroom.hut	5730
fileserver.copyroom.hut	gilligan.crew.hut	9673
laser3.copyroom.hut	laser3.copyroom.hut	8144
skipper.crew.hut	professor.hut	6999
laser3.copyroom.hut	ginger.girl.hut	6543
professor.hut	ginger.girl.hut	4972
skipper.crew.hut	skipper.crew.hut	8143
laser3.copyroom.hut	skipper.crew.hut	9958
skipper.crew.hut	ginger.girl.hut	1473
fileserver.copyroom.hut	gilligan.crew.hut	607
laser3.copyroom.hut	maryann.girl.hut	7067
professor.hut	gilligan.crew.hut	844
maryann.girl.hut	maryann.girl.hut	8122
skipper.crew.hut	fileserver.copyroom.hut	3286
ginger.girl.hut	ginger.girl.hut	2720
gilligan.crew.hut	maryann.girl.hut	6854
gilligan.crew.hut	professor.hut	1786
professor.hut	professor.hut	7309
fileserver.copyroom.hut	fileserver.copyroom.hut	6374
maryann.girl.hut	professor.hut	599
gilligan.crew.hut	skipper.crew.hut	181
maryann.girl.hut	laser3.copyroom.hut	1340
ginger.girl.hut	ginger.girl.hut	4427
professor.hut	fileserver.copyroom.hut	6579
fileserver.copyroom.hut	fileserver.copyroom.hut	3269
gilligan.crew.hut	maryann.girl.hut	9296
gilligan.crew.hut	ginger.girl.hut	8075
gilligan.crew.hut	maryann.girl.hut	280
fileserver.copyroom.hut	fileserver.copyroom.hut	6342
gilligan.crew.hut	gilligan.crew.hut	607
fileserver.copyroom.hut	ginger.girl.hut	5522
skipper.crew.hut	ginger.girl.hut	45
ginger.girl.hut	fileserver.copyroom.hut	3729
skipper.crew.hut	skipper.crew.hut	413
ginger.girl.hut	fileserver.copyroom.hut	1480
ginger.girl.hut	laser3.copyroom.hut	7363
laser3.copyroom.hut	maryann.girl.hut	5686
maryann.girl.hut	fileserver.copyroom.hut	3607
ginger.girl.hut	fileserver.copyroom.hut	5820
maryann.girl.hut	professor.hut	3915
ginger.girl.hut	skipper.crew.hut	6441
skipper.crew.hut	professor.hut	3481
professor.hut	skipper.crew.hut	7759
laser3.copyroom.hut	fileserver.copyroom.hut	6085
fileserver.copyroom.hut	skipper.crew.hut	4149
maryann.girl.hut	fileserver.copyroom.hut	8680
ginger.girl.hut	ginger.girl.hut	3347
skipper.crew.hut	skipper.crew.hut	704
fileserver.copyroom.hut	gilligan.crew.hut	6388
skipper.crew.hut	skipper.crew.hut	3836
skipper.crew.hut	skipper.crew.hut	3789
maryann.girl.hut	skipper.crew.hut	1772
skipper.crew.hut	professor.hut	8375
professor.hut	fileserver.copyroom.hut	4491
gilligan.crew.hut	fileserver.copyroom.hut	5681
ginger.girl.hut	ginger.girl.hut	2475
skipper.crew.hut	fileserver.copyroom.hut	6460
ginger.girl.hut	ginger.girl.hut	5513
gilligan.crew.hut	gilligan.crew.hut	3956
gilligan.crew.hut	laser3.copyroom.hut	1897
skipper.crew.hut	professor.hut	699
professor.hut	maryann.girl.hut	1158
maryann.girl.hut	skipper.crew.hut	5658
laser3.copyroom.hut	laser3.copyroom.hut	1801
